replicate,seed,generation,extended_extinction,total,sensitive,resistant,effective_genotypes,resistant_percent
11,100053,37,False,283479,0,283479,23.110403532541312,100.0
11,100053,38,False,429829,0,429829,24.769080271755307,100.0
11,100053,39,False,656641,0,656641,26.547343802354085,100.0
11,100053,40,False,1009282,0,1009282,28.227811413477397,100.0
12,100054,0,False,100,100,0,1.0,0.0
12,100054,1,False,164,163,1,1.160066510127241,0.6097560975609756
12,100054,2,False,252,249,3,1.282696500461104,1.1904761904761905
12,100054,3,False,367,363,4,1.4258421704798505,1.0899182561307903
12,100054,4,False,509,504,5,1.6605382888979086,0.9823182711198428
12,100054,5,False,724,715,9,1.9683297822140686,1.2430939226519337
12,100054,6,False,1051,1038,13,2.422797126074123,1.236917221693625
12,100054,7,False,1533,1515,18,2.7450762808223357,1.1741682974559686
12,100054,8,False,2221,2197,24,3.1518170805282035,1.080594326879784
12,100054,9,False,3138,3088,50,3.4682256372586866,1.5933715742511154
12,100054,10,False,4605,4522,83,4.044534910835758,1.8023887079261671
12,100054,11,False,6672,6533,139,4.7078037160898685,2.0833333333333335
12,100054,12,False,9795,9556,239,5.529032827996938,2.4400204185809087
12,100054,13,False,14242,13862,380,6.3932999391491565,2.668164583625895
12,100054,14,False,21102,20517,585,7.455179167704911,2.772249075916975
12,100054,15,False,3964,3068,896,11.215927152390206,22.60343087790111
12,100054,16,False,1849,492,1357,7.998125623143903,73.39102217414819
12,100054,17,False,2205,68,2137,4.423834149418537,96.91609977324264
12,100054,18,False,3325,13,3312,4.184550136014726,99.60902255639098
12,100054,19,False,5188,0,5188,4.391415033282069,100.0
12,100054,20,False,8088,0,8088,4.770236724911157,100.0
12,100054,21,False,12687,0,12687,5.06981178018298,100.0
12,100054,22,False,19905,0,19905,5.325234644946565,100.0
12,100054,23,False,31726,0,31726,5.6456689753998806,100.0
12,100054,24,False,50417,0,50417,5.995239322415716,100.0
12,100054,25,False,80495,0,80495,6.3373646948150855,100.0
12,100054,26,False,128700,0,128700,6.716383726414401,100.0
12,100054,27,False,206139,0,206139,7.152872105259404,100.0
12,100054,28,False,331604,0,331604,7.615445160968239,100.0
12,100054,29,False,531969,0,531969,8.121531475186574,100.0
12,100054,30,False,854865,0,854865,8.66126531832723,100.0
12,100054,31,False,1374807,0,1374807,9.233164168348535,100.0
13,100055,0,False,100,100,0,1.0,0.0
13,100055,1,False,142,142,0,1.2205752456199468,0.0
13,100055,2,False,202,202,0,1.380323351797055,0.0
13,100055,3,False,277,277,0,1.5977273045751386,0.0
13,100055,4,False,390,390,0,1.72364847183693,0.0
13,100055,5,False,548,547,1,1.9358545990782212,0.18248175182481752
13,100055,6,False,778,776,2,2.2444902758300684,0.2570694087403599
13,100055,7,False,1140,1140,0,2.5976669009413214,0.0
13,100055,8,False,1652,1649,3,3.068198241399259,0.18159806295399517
13,100055,9,False,2368,2360,8,3.651196572756589,0.33783783783783783
13,100055,10,False,3412,3396,16,4.205846880509732,0.46893317702227433
13,100055,11,False,4933,4898,35,4.834726149109855,0.7095073991485911
13,100055,12,False,7195,7138,57,5.748586660456216,0.7922168172341905
13,100055,13,False,10591,10468,123,6.7185977519264535,1.1613634217732036
13,100055,14,False,15475,15243,232,7.874904198849477,1.4991922455573505
13,100055,15,False,22903,22533,370,9.08519373321804,1.615508885298869
13,100055,16,False,3711,3212,499,13.636493434641991,13.446510374562113
13,100055,17,False,1184,420,764,21.482094123032834,64.52702702702703
13,100055,18,False,1262,60,1202,16.358499889343424,95.24564183835182
13,100055,19,False,1799,6,1793,15.871972546448706,99.66648137854364
13,100055,20,False,2773,2,2771,17.250573029507827,99.9278759466282
13,100055,21,False,4161,0,4161,19.24210884426743,100.0
13,100055,22,False,6393,0,6393,21.96494600297451,100.0
13,100055,23,False,9897,0,9897,24.38803345764613,100.0
13,100055,24,False,15145,0,15145,26.782960762294294,100.0
13,100055,25,False,23594,0,23594,29.95459735052437,100.0
13,100055,26,False,36983,0,36983,32.96610049916846,100.0
13,100055,27,False,58468,0,58468,35.92475790341365,100.0
13,100055,28,False,92042,0,92042,38.66382867709518,100.0
13,100055,29,False,145389,0,145389,41.48118034384003,100.0
13,100055,30,False,230617,0,230617,44.535095941497424,100.0
13,100055,31,False,367081,0,367081,47.84248959473391,100.0
13,100055,32,False,587068,0,587068,51.34524620953228,100.0
13,100055,33,False,939633,0,939633,54.8492747545603,100.0
13,100055,34,False,1505610,0,1505610,58.69044224927754,100.0
14,100056,0,False,100,100,0,1.0,0.0
14,100056,1,False,142,142,0,1.0873953315449914,0.0
14,100056,2,False,193,193,0,1.1970269796635533,0.0
14,100056,3,False,252,252,0,1.360667886161059,0.0
14,100056,4,False,373,372,1,1.7085322344572729,0.2680965147453083
14,100056,5,False,551,548,3,1.9349270287868314,0.5444646098003629
14,100056,6,False,787,782,5,2.310288889880268,0.6353240152477764
14,100056,7,False,1090,1081,9,2.6051891215306733,0.8256880733944955
14,100056,8,False,1579,1566,13,2.9291166309022736,0.8233058898036733
14,100056,9,False,2322,2305,17,3.341798487451818,0.7321274763135228
14,100056,10,False,3345,3325,20,3.848770147966779,0.5979073243647235
14,100056,11,False,4765,4733,32,4.369584533120696,0.6715634837355718
14,100056,12,False,6954,6909,45,5.062404974246292,0.6471095772217429
14,100056,13,False,10159,10078,81,5.840747869483298,0.7973225711192047
14,100056,14,False,14810,14677,133,6.858891145932351,0.8980418636056718
14,100056,15,False,21821,21607,214,7.807498404064245,0.9807066587232482
14,100056,16,False,3430,3122,308,9.704611366535286,8.979591836734693
14,100056,17,False,891,468,423,12.25282563880338,47.474747474747474
14,100056,18,False,706,76,630,8.02415686006027,89.23512747875354
14,100056,19,False,889,11,878,7.522251442680936,98.76265466816648
14,100056,20,False,1322,0,1322,8.651984763121435,100.0
14,100056,21,False,1905,0,1905,9.969738724299942,100.0
14,100056,22,False,2900,0,2900,11.262783947030654,100.0
14,100056,23,False,4352,0,4352,12.71668370979082,100.0
14,100056,24,False,6542,0,6542,14.658096071414162,100.0
14,100056,25,False,9974,0,9974,16.2508816050226,100.0
14,100056,26,False,15105,0,15105,18.045316418922585,100.0
14,100056,27,False,23149,0,23149,19.86525361007436,100.0
14,100056,28,False,35895,0,35895,22.048003825741496,100.0
14,100056,29,False,55604,0,55604,24.29956974657986,100.0
14,100056,30,False,86694,0,86694,26.475968658648384,100.0
14,100056,31,False,136373,0,136373,28.80398095889245,100.0
14,100056,32,False,214647,0,214647,31.14407140352663,100.0
14,100056,33,False,338988,0,338988,33.396423945876,100.0
14,100056,34,False,536935,0,536935,35.9463728798105,100.0
14,100056,35,False,854144,0,854144,38.587520013702196,100.0
14,100056,36,False,1361997,0,1361997,41.18590593361944,100.0
15,100057,0,False,100,100,0,1.0,0.0
15,100057,1,False,158,158,0,1.2108809894044585,0.0
15,100057,2,False,217,216,1,1.4551737493629686,0.4608294930875576
15,100057,3,False,302,301,1,1.4861422030830567,0.33112582781456956
15,100057,4,False,406,405,1,1.6282346224846485,0.24630541871921183
15,100057,5,False,571,570,1,1.7811329174321466,0.17513134851138354
15,100057,6,False,845,845,0,2.0632954598324913,0.0
15,100057,7,False,1242,1240,2,2.447876364070579,0.1610305958132045
15,100057,8,False,1746,1742,4,2.86284594551629,0.2290950744558992
15,100057,9,False,2526,2522,4,3.19307020658624,0.1583531274742676
15,100057,10,False,3640,3628,12,3.57974334364216,0.32967032967032966
15,100057,11,False,5321,5294,27,4.0321802254173935,0.5074234166510054
15,100057,12,False,7833,7783,50,4.797311815729386,0.638325035107877
15,100057,13,False,11478,11386,92,5.5714631840402316,0.8015333681826102
15,100057,14,False,16759,16621,138,6.379772959502464,0.8234381526344053
15,100057,15,False,24660,24431,229,7.347568602567795,0.9286293592862936
15,100057,16,False,3834,3534,300,10.402337146571893,7.82472613458529
15,100057,17,False,968,552,416,12.167263293585604,42.97520661157025
15,100057,18,False,656,68,588,7.356583667583675,89.63414634146342
15,100057,19,False,818,4,814,5.795863048185858,99.51100244498778
15,100057,20,False,1140,0,1140,6.73718845735994,100.0
15,100057,21,False,1657,0,1657,7.6697768382707565,100.0
15,100057,22,False,2387,0,2387,8.866522737906385,100.0
15,100057,23,False,3484,0,3484,10.403470312320767,100.0
15,100057,24,False,5143,0,5143,11.95187175140899,100.0
15,100057,25,False,7630,0,7630,13.19162093628264,100.0
15,100057,26,False,11194,0,11194,14.54630525344409,100.0
15,100057,27,False,16785,0,16785,15.879222836301972,100.0
15,100057,28,False,25159,0,25159,17.34006009092471,100.0
15,100057,29,False,38399,0,38399,19.27618891534312,100.0
15,100057,30,False,58592,0,58592,21.06732234091342,100.0
15,100057,31,False,90224,0,90224,22.82782649694936,100.0
15,100057,32,False,139583,0,139583,24.660956696412885,100.0
15,100057,33,False,217306,0,217306,26.605466620887423,100.0
15,100057,34,False,339550,0,339550,28.446281868464073,100.0
15,100057,35,False,534427,0,534427,30.494952149677136,100.0
15,100057,36,False,842848,0,842848,32.536749263661115,100.0
15,100057,37,False,1334891,0,1334891,34.50404907128082,100.0
16,100058,0,False,100,100,0,1.0,0.0
16,100058,1,False,162,162,0,1.077969292924434,0.0
16,100058,2,False,248,248,0,1.2421307624363498,0.0
16,100058,3,False,346,346,0,1.3204073627358928,0.0
16,100058,4,False,517,516,1,1.568979471489147,0.19342359767891681
16,100058,5,False,725,723,2,1.712080985672043,0.27586206896551724
16,100058,6,False,1035,1033,2,1.8517034939128219,0.1932367149758454
16,100058,7,False,1498,1492,6,2.2054530179288663,0.40053404539385845
16,100058,8,False,2084,2077,7,2.264952265538709,0.33589251439539347
16,100058,9,False,2973,2956,17,2.474146809324889,0.5718129835183317
16,100058,10,False,4230,4200,30,2.74855719036649,0.7092198581560284
16,100058,11,False,6102,6070,32,3.08653355995633,0.5244182235332678
16,100058,12,False,8740,8690,50,3.431415184428957,0.5720823798627003
16,100058,13,False,12497,12417,80,3.910079158402808,0.6401536368728494
16,100058,14,False,17900,17768,132,4.4223175188997175,0.7374301675977654
16,100058,15,False,25707,25492,215,5.08385367729412,0.8363480763994243
16,100058,16,False,3987,3678,309,7.048328556697855,7.750188111361926
16,100058,17,False,931,507,424,9.367093902286749,45.54242749731471
16,100058,18,False,685,68,617,5.6188942271835245,90.07299270072993
16,100058,19,False,866,11,855,4.894232522056171,98.72979214780601
16,100058,20,False,1184,0,1184,5.472704651294843,100.0
16,100058,21,False,1691,0,1691,6.125597179109554,100.0
16,100058,22,False,2435,0,2435,7.281870780958939,100.0
16,100058,23,False,3547,0,3547,7.7731894394786005,100.0
16,100058,24,False,5178,0,5178,8.747867139783802,100.0
16,100058,25,False,7550,0,7550,9.504957504412854,100.0
16,100058,26,False,11031,0,11031,10.627608265560518,100.0
16,100058,27,False,16428,0,16428,11.761345240653847,100.0
16,100058,28,False,24639,0,24639,12.821913186974433,100.0
16,100058,29,False,37345,0,37345,13.956757294601582,100.0
16,100058,30,False,57396,0,57396,15.114742120851979,100.0
16,100058,31,False,88366,0,88366,16.30384394404026,100.0
16,100058,32,False,136566,0,136566,17.391579423597424,100.0
16,100058,33,False,212174,0,212174,18.54294257690651,100.0
16,100058,34,False,331760,0,331760,19.766982870239474,100.0
16,100058,35,False,519601,0,519601,20.96134198930343,100.0
16,100058,36,False,819229,0,819229,22.14442557752272,100.0
16,100058,37,False,1296493,0,1296493,23.462270647094265,100.0
17,100059,0,False,100,100,0,1.0,0.0
17,100059,1,False,129,128,1,1.1334382381561015,0.7751937984496124
17,100059,2,False,164,162,2,1.2282400087042744,1.2195121951219512
17,100059,3,False,230,228,2,1.274804849066059,0.8695652173913043
17,100059,4,False,312,310,2,1.3249064236234809,0.6410256410256411
17,100059,5,False,470,467,3,1.431937847688252,0.6382978723404256
17,100059,6,False,663,662,1,1.3937208788728896,0.15082956259426847
17,100059,7,False,943,941,2,1.6893334438813647,0.21208907741251326
17,100059,8,False,1324,1320,4,1.8775902525070909,0.3021148036253776
17,100059,9,False,1929,1924,5,2.0600172267726684,0.2592016588906169
17,100059,10,False,2788,2776,12,2.4303653647951275,0.430416068866571
17,100059,11,False,3913,3892,21,2.67572725635927,0.5366726296958855
17,100059,12,False,5628,5591,37,3.0307173361960245,0.6574271499644634
17,100059,13,False,7997,7935,62,3.4437995105305097,0.7752907340252595
17,100059,14,False,11628,11527,101,3.861696600453855,0.8685930512555899
17,100059,15,False,16796,16637,159,4.435066535887856,0.9466539652298166
17,100059,16,False,24383,24144,239,5.028015064865066,0.9801911167616782
17,100059,17,False,3746,3413,333,6.320249137564919,8.889482114255205
17,100059,18,False,949,529,420,6.676673892233088,44.25711275026344
17,100059,19,False,628,65,563,3.5033405347953246,89.64968152866243
17,100059,20,False,817,8,809,2.875039415455779,99.02080783353733
17,100059,21,False,1155,2,1153,3.3296607626825083,99.82683982683983
17,100059,22,False,1696,0,1696,3.9275761110384657,100.0
17,100059,23,False,2342,0,2342,4.676300716069063,100.0
17,100059,24,False,3371,0,3371,5.509454514668662,100.0
17,100059,25,False,4768,0,4768,6.254599794851979,100.0
17,100059,26,False,6809,0,6809,6.995639281477846,100.0
17,100059,27,False,9787,0,9787,8.010220299889966,100.0
17,100059,28,False,14046,0,14046,8.914282979770732,100.0
17,100059,29,False,20572,0,20572,10.208593483846794,100.0
17,100059,30,False,30198,0,30198,11.801805700022992,100.0
17,100059,31,False,44725,0,44725,13.401795136883527,100.0
17,100059,32,False,66564,0,66564,15.129632534053634,100.0
17,100059,33,False,99462,0,99462,17.165166681539258,100.0
17,100059,34,False,149991,0,149991,19.120850806315616,100.0
17,100059,35,False,227520,0,227520,21.18050796434928,100.0
17,100059,36,False,347581,0,347581,23.1810998825296,100.0
17,100059,37,False,534085,0,534085,25.251517479310273,100.0
17,100059,38,False,825903,0,825903,27.381188675559674,100.0
17,100059,39,False,1284523,0,1284523,29.427746743417586,100.0
18,100060,0,False,100,100,0,1.0,0.0
18,100060,1,False,159,158,1,1.2564548282756574,0.6289308176100629
18,100060,2,False,214,212,2,1.2149900975229828,0.9345794392523364
18,100060,3,False,323,317,6,1.4077081245456524,1.8575851393188854
18,100060,4,False,460,448,12,1.574202899997891,2.608695652173913
18,100060,5,False,665,649,16,1.5525259347643936,2.406015037593985
18,100060,6,False,968,949,19,1.652973486978215,1.962809917355372
18,100060,7,False,1405,1376,29,1.7629413979833137,2.0640569395017794
18,100060,8,False,1986,1936,50,1.9636034027234262,2.5176233635448138
18,100060,9,False,2880,2809,71,2.189331321887919,2.4652777777777777
18,100060,10,False,4082,3964,118,2.3670009618825736,2.8907398334149925
18,100060,11,False,5951,5765,186,2.714471569380881,3.125525121828264
18,100060,12,False,8725,8443,282,3.12838580412207,3.232091690544413
18,100060,13,False,12577,12178,399,3.5478524913204237,3.172457660809414
18,100060,14,False,18159,17576,583,4.129708360266631,3.2105292141637753
18,100060,15,False,26073,25225,848,4.669312628180416,3.2524067042534424
18,100060,16,False,4719,3591,1128,7.228114680239751,23.903369357914812
18,100060,17,False,2003,484,1519,7.452411052158673,75.83624563155267
18,100060,18,False,2167,75,2092,5.443964481428963,96.53899400092294
18,100060,19,False,2912,16,2896,5.770589483942515,99.45054945054945
18,100060,20,False,4059,2,4057,6.3273310184384,99.95072677999508
18,100060,21,False,5488,0,5488,6.727203544842921,100.0
18,100060,22,False,7531,0,7531,7.469264674708415,100.0
18,100060,23,False,10345,0,10345,8.662146565451197,100.0
18,100060,24,False,14447,0,14447,10.057526117433758,100.0
18,100060,25,False,20294,0,20294,11.452694268697112,100.0
18,100060,26,False,28412,0,28412,12.867526501797162,100.0
18,100060,27,False,39983,0,39983,14.271873577592606,100.0
18,100060,28,False,56883,0,56883,16.06552207288698,100.0
18,100060,29,False,80878,0,80878,18.244069763525186,100.0
18,100060,30,False,115724,0,115724,20.548168773351644,100.0
18,100060,31,False,166091,0,166091,23.27069053377443,100.0
18,100060,32,False,239894,0,239894,26.103873058799074,100.0
18,100060,33,False,348301,0,348301,29.343096145752927,100.0
18,100060,34,False,511225,0,511225,32.824756216974635,100.0
18,100060,35,False,754152,0,754152,36.39509644291963,100.0
18,100060,36,False,1118401,0,1118401,40.25826878534418,100.0
19,100061,0,False,100,100,0,1.0,0.0
19,100061,1,False,135,135,0,1.091306133989911,0.0
19,100061,2,False,191,191,0,1.2759997100654805,0.0
19,100061,3,False,275,274,1,1.492569093193698,0.36363636363636365
19,100061,4,False,366,366,0,1.6632275244826644,0.0
19,100061,5,False,506,506,0,1.820792604479316,0.0
19,100061,6,False,718,717,1,2.1479801662089604,0.1392757660167131
19,100061,7,False,1024,1023,1,2.416218227183338,0.09765625
19,100061,8,False,1512,1508,4,2.971136944017563,0.26455026455026454
19,100061,9,False,2203,2192,11,3.3688480141235937,0.49931911030413073
19,100061,10,False,3172,3145,27,3.96936346016427,0.8511979823455234
19,100061,11,False,4657,4615,42,4.4165265189600955,0.9018681554648915
19,100061,12,False,6676,6611,65,4.93901746922145,0.9736369083283404
19,100061,13,False,9655,9564,91,5.550232904717255,0.9425168306576903
19,100061,14,False,13940,13800,140,6.208206624730492,1.0043041606886658
19,100061,15,False,20197,19954,243,7.123979945535949,1.2031489825221569
19,100061,16,False,3149,2797,352,9.91324906354397,11.178151794220387
19,100061,17,False,906,407,499,13.214014751887492,55.07726269315673
19,100061,18,False,774,74,700,9.399654770448455,90.43927648578811
19,100061,19,False,1024,12,1012,8.332089636486952,98.828125
19,100061,20,False,1409,6,1403,9.096192783915043,99.57416607523066
19,100061,21,False,2112,0,2112,9.972622043419259,100.0
19,100061,22,False,3113,0,3113,11.593077158094914,100.0
19,100061,23,False,4574,0,4574,13.107888181128665,100.0
19,100061,24,False,6861,0,6861,14.368779689201329,100.0
19,100061,25,False,10252,0,10252,15.358939162660022,100.0
19,100061,26,False,15308,0,15308,16.787108450343645,100.0
19,100061,27,False,23327,0,23327,18.51764655951189,100.0
19,100061,28,False,35469,0,35469,20.385900101077148,100.0
19,100061,29,False,54444,0,54444,22.20319431492846,100.0
19,100061,30,False,84238,0,84238,23.95368772674896,100.0
19,100061,31,False,130460,0,130460,25.586057604716924,100.0
19,100061,32,False,203178,0,203178,27.300466598427114,100.0
19,100061,33,False,318533,0,318533,28.96631638921707,100.0
19,100061,34,False,500909,0,500909,30.807830501976927,100.0
19,100061,35,False,791489,0,791489,32.658577734641156,100.0
19,100061,36,False,1255689,0,1255689,34.574049150994846,100.0
20,100062,0,False,100,100,0,1.0,0.0
20,100062,1,False,137,137,0,1.2403374168582422,0.0
20,100062,2,False,191,191,0,1.5243455081959534,0.0
20,100062,3,False,269,269,0,1.7638835193201332,0.0
20,100062,4,False,396,396,0,1.9158194990412467,0.0
20,100062,5,False,596,596,0,2.2223000065669276,0.0
20,100062,6,False,848,848,0,2.622322460775599,0.0
20,100062,7,False,1172,1171,1,3.0921011724872165,0.08532423208191127
20,100062,8,False,1686,1681,5,3.4429706815578975,0.29655990510083036
20,100062,9,False,2466,2456,10,4.034930501125939,0.40551500405515006
20,100062,10,False,3548,3527,21,4.75693099280035,0.5918827508455468
20,100062,11,False,5095,5067,28,5.525653308690801,0.549558390578999
20,100062,12,False,7461,7410,51,6.419689252175945,0.6835544833132288
20,100062,13,False,11041,10972,69,7.225558219681033,0.6249433928086224
20,100062,14,False,16382,16270,112,8.207802132266604,0.6836772066902698
20,100062,15,False,24566,24375,191,9.373232373408516,0.7774973540665961
20,100062,16,False,4026,3755,271,11.69673517740158,6.731246895181322
20,100062,17,False,973,555,418,14.19171519889749,42.959917780061666
20,100062,18,False,691,65,626,7.614903840866005,90.59334298118668
20,100062,19,False,924,2,922,5.928932470936531,99.78354978354979
20,100062,20,False,1340,0,1340,5.903143197189378,100.0
20,100062,21,False,1985,0,1985,6.334979868246998,100.0
20,100062,22,False,3076,0,3076,6.641053978022001,100.0
20,100062,23,False,4609,0,4609,7.144190499250252,100.0
20,100062,24,False,6974,0,6974,7.49925123860789,100.0
20,100062,25,False,10880,0,10880,7.912211043720702,100.0
20,100062,26,False,17055,0,17055,8.399086067926461,100.0
20,100062,27,False,26688,0,26688,8.762943604501558,100.0
20,100062,28,False,41789,0,41789,9.267170623808445,100.0
20,100062,29,False,66061,0,66061,9.68222775424309,100.0
20,100062,30,False,104272,0,104272,10.201602630381178,100.0
20,100062,31,False,165746,0,165746,10.830288097816194,100.0
20,100062,32,False,264059,0,264059,11.386895105721832,100.0
20,100062,33,False,421339,0,421339,11.994113493680901,100.0
20,100062,34,False,672502,0,672502,12.655943739238365,100.0
20,100062,35,False,1077234,0,1077234,13.358340606763258,100.0
21,100063,0,False,100,100,0,1.0,0.0
21,100063,1,False,147,147,0,1.2639380988828512,0.0
21,100063,2,False,196,196,0,1.381552139651422,0.0
21,100063,3,False,239,239,0,1.5575989386301685,0.0
21,100063,4,False,344,344,0,1.7554350917848285,0.0
21,100063,5,False,535,535,0,1.855651129179023,0.0
21,100063,6,False,807,807,0,2.0036102072976676,0.0
21,100063,7,False,1168,1166,2,2.1081430557574756,0.17123287671232876
21,100063,8,False,1661,1656,5,2.4595778989604025,0.30102347983142685
21,100063,9,False,2417,2403,14,2.8960449117718365,0.5792304509722797
21,100063,10,False,3440,3420,20,3.3750355113014967,0.5813953488372093
21,100063,11,False,4931,4903,28,3.9432164067045985,0.5678361387142568
21,100063,12,False,7074,7028,46,4.543271696798965,0.650268589199887
21,100063,13,False,10251,10172,79,5.177686755269082,0.7706565213149936
21,100063,14,False,15021,14883,138,5.930137620348408,0.9187138006790493
21,100063,15,False,21740,21522,218,6.852181019538125,1.0027598896044159
21,100063,16,False,3468,3157,311,9.652263743530808,8.967704728950403
21,100063,17,False,908,466,442,13.888012248222495,48.6784140969163
21,100063,18,False,706,81,625,9.401986694205737,88.52691218130312
21,100063,19,False,904,4,900,8.031713007709275,99.5575221238938
21,100063,20,False,1285,0,1285,8.529132002661708,100.0
21,100063,21,False,1831,0,1831,8.715366712835515,100.0
21,100063,22,False,2740,0,2740,9.764991993668476,100.0
21,100063,23,False,4090,0,4090,10.283731590828834,100.0
21,100063,24,False,6104,0,6104,11.11725827849084,100.0
21,100063,25,False,9229,0,9229,12.357980653465496,100.0
21,100063,26,False,13905,0,13905,13.309519231013514,100.0
21,100063,27,False,20929,0,20929,14.41758894960466,100.0
21,100063,28,False,31806,0,31806,15.371889258986895,100.0
21,100063,29,False,49241,0,49241,16.563031589463563,100.0
21,100063,30,False,75934,0,75934,17.432042063709336,100.0
21,100063,31,False,118097,0,118097,18.411094869725062,100.0
21,100063,32,False,184024,0,184024,19.45248657897168,100.0
21,100063,33,False,288214,0,288214,20.535529943063178,100.0
21,100063,34,False,454044,0,454044,21.583863155411244,100.0
21,100063,35,False,718020,0,718020,22.660836347079798,100.0
21,100063,36,False,1140469,0,1140469,23.81642738200224,100.0
22,100064,0,False,100,100,0,1.0,0.0
22,100064,1,False,142,142,0,1.0428085363009578,0.0
22,100064,2,False,198,198,0,1.127303797701206,0.0
22,100064,3,False,284,284,0,1.1493198020543591,0.0
22,100064,4,False,379,379,0,1.2639697892904205,0.0
22,100064,5,False,554,553,1,1.507839011935207,0.18050541516245489
22,100064,6,False,809,806,3,1.8156136269678738,0.37082818294190356
22,100064,7,False,1169,1161,8,2.0157862267540594,0.6843455945252352
22,100064,8,False,1609,1596,13,2.1225846698444375,0.8079552517091361
22,100064,9,False,2260,2237,23,2.5146380941026076,1.0176991150442478
22,100064,10,False,3271,3230,41,2.852411066340235,1.2534393151941303
22,100064,11,False,4684,4637,47,3.2105772819798752,1.0034158838599487
22,100064,12,False,6748,6677,71,3.7533395324433076,1.052163604030824
22,100064,13,False,9763,9650,113,4.206160171125068,1.1574311174843799
22,100064,14,False,14261,14074,187,4.748998078523153,1.311268494495477
22,100064,15,False,20685,20393,292,5.39441436806871,1.4116509547981628
22,100064,16,False,3539,3089,450,8.490351074562465,12.715456343599888
22,100064,17,False,1099,461,638,10.278318616041085,58.05277525022748
22,100064,18,False,1028,66,962,6.6823596235921325,93.57976653696498
22,100064,19,False,1453,10,1443,6.2199241324408066,99.31176875430144
22,100064,20,False,2220,2,2218,6.440475446554692,99.90990990990991
22,100064,21,False,3418,0,3418,7.048493297375722,100.0
22,100064,22,False,5294,0,5294,7.678339298729035,100.0
22,100064,23,False,8098,0,8098,7.927492450266626,100.0
22,100064,24,False,12589,0,12589,8.397912982428135,100.0
22,100064,25,False,19574,0,19574,8.829986194609074,100.0
22,100064,26,False,30471,0,30471,9.459932811537445,100.0
22,100064,27,False,48099,0,48099,10.07046245600891,100.0
22,100064,28,False,75830,0,75830,10.753888180108362,100.0
22,100064,29,False,120030,0,120030,11.406877747139575,100.0
22,100064,30,False,190926,0,190926,12.097798472529258,100.0
22,100064,31,False,304462,0,304462,12.83326418535446,100.0
22,100064,32,False,485284,0,485284,13.604661281695913,100.0
22,100064,33,False,776450,0,776450,14.439357381518365,100.0
22,100064,34,False,1246102,0,1246102,15.385969460229694,100.0
23,100065,0,False,100,100,0,1.0,0.0
23,100065,1,False,136,136,0,1.0444060015104768,0.0
23,100065,2,False,205,205,0,1.15853636475625,0.0
23,100065,3,False,295,295,0,1.2361029160853578,0.0
23,100065,4,False,436,435,1,1.3690587961449212,0.22935779816513763
23,100065,5,False,612,612,0,1.5107235957535496,0.0
23,100065,6,False,909,909,0,1.7157989748518092,0.0
23,100065,7,False,1319,1316,3,1.9990425575748803,0.22744503411675512
23,100065,8,False,1842,1833,9,2.343304202447425,0.48859934853420195
23,100065,9,False,2638,2619,19,2.877249086395695,0.7202426080363912
23,100065,10,False,3831,3800,31,3.1630692124459325,0.809188201513965
23,100065,11,False,5524,5474,50,3.6512314980684613,0.9051412020275162
23,100065,12,False,8066,7980,86,4.215997388402686,1.0662038184973965
23,100065,13,False,11778,11647,131,4.839616638496173,1.1122431652232976
23,100065,14,False,17340,17139,201,5.597380892983878,1.1591695501730104
23,100065,15,False,25610,25302,308,6.50936698183269,1.202655212807497
23,100065,16,False,4312,3846,466,9.14512941890449,10.807050092764378
23,100065,17,False,1275,573,702,14.600339105487077,55.05882352941177
23,100065,18,False,1105,58,1047,9.70236548592034,94.75113122171946
23,100065,19,False,1550,10,1540,9.628329693017967,99.35483870967742
23,100065,20,False,2299,0,2299,9.992491051641432,100.0
23,100065,21,False,3448,0,3448,11.074019773247983,100.0
23,100065,22,False,5115,0,5115,11.962913418609176,100.0
23,100065,23,False,7657,0,7657,12.91076329015519,100.0
23,100065,24,False,11632,0,11632,13.753296389543983,100.0
23,100065,25,False,17769,0,17769,14.69879311779133,100.0
23,100065,26,False,27177,0,27177,15.702706422585385,100.0
23,100065,27,False,41887,0,41887,16.66274324973344,100.0
23,100065,28,False,64966,0,64966,17.754897986924465,100.0
23,100065,29,False,101499,0,101499,18.900455705206504,100.0
23,100065,30,False,159354,0,159354,20.163629796614956,100.0
23,100065,31,False,251115,0,251115,21.255773404519324,100.0
23,100065,32,False,397788,0,397788,22.483405233958905,100.0
23,100065,33,False,630795,0,630795,23.74488159396476,100.0
23,100065,34,False,1002783,0,1002783,25.01980701017281,100.0
24,100066,0,False,100,100,0,1.0,0.0
24,100066,1,False,144,144,0,1.0,0.0
24,100066,2,False,207,207,0,1.1224192348987927,0.0
24,100066,3,False,297,297,0,1.3744165698962538,0.0
24,100066,4,False,448,448,0,1.5434942409944066,0.0
24,100066,5,False,658,658,0,1.6595954517923939,0.0
24,100066,6,False,920,920,0,1.904158958083693,0.0
24,100066,7,False,1304,1302,2,1.9669279335273322,0.15337423312883436
24,100066,8,False,1909,1905,4,2.147622548974145,0.20953378732320588
24,100066,9,False,2732,2727,5,2.243096252117918,0.18301610541727673
24,100066,10,False,3928,3913,15,2.6316221227343686,0.3818737270875764
24,100066,11,False,5688,5658,30,2.942135435633208,0.5274261603375527
24,100066,12,False,8180,8125,55,3.428550700909697,0.6723716381418093
